error,unfairness,dataset,strategy,metric
0.17985743422520814,0.18788302695536585,Adult with sen. attr.,BFS original,SP
0.1803855088157441,0.09058208388899597,Adult with sen. attr.,BFS original,SP
0.1808310486046748,0.06613113384319992,Adult with sen. attr.,BFS original,SP
0.1865738209717668,0.04964799051593507,Adult with sen. attr.,BFS original,SP
0.18681310238784102,0.04876215744315302,Adult with sen. attr.,BFS original,SP
0.18738242667865931,0.04591547458433988,Adult with sen. attr.,BFS original,SP
0.1883973200323457,0.04532849389413923,Adult with sen. attr.,BFS original,SP
0.18899139237328166,0.04447874026688568,Adult with sen. attr.,BFS original,SP
0.18925542864736575,0.04200052276277751,Adult with sen. attr.,BFS original,SP
0.189502975525491,0.04063460674213471,Adult with sen. attr.,BFS original,SP
0.1901548002380584,0.03971043094263599,Adult with sen. attr.,BFS original,SP
0.19042708869880354,0.03887577988647991,Adult with sen. attr.,BFS original,SP
0.19132644190818693,0.03764347455333862,Adult with sen. attr.,BFS original,SP
0.19286940951201426,0.02806409831930274,Adult with sen. attr.,BFS original,SP
0.19350474925375286,0.02606019835835483,Adult with sen. attr.,BFS original,SP
0.19319121790061755,0.02622915498038171,Adult with sen. attr.,BFS original,SP
0.1943216180399343,0.022889326346384537,Adult with sen. attr.,BFS original,SP
0.19578205152294592,0.019451071058326688,Adult with sen. attr.,BFS original,SP
0.19777883356840972,0.0180950671807901,Adult with sen. attr.,BFS original,SP
0.203422555867947,0.013793236878354551,Adult with sen. attr.,BFS original,SP
0.20525431460386856,0.0127069709793298,Adult with sen. attr.,BFS original,SP
0.20566686641022705,0.009918821013882622,Adult with sen. attr.,BFS original,SP
0.20579063389238395,0.009081151258837563,Adult with sen. attr.,BFS original,SP
0.20591440137454065,0.008249707570251019,Adult with sen. attr.,BFS original,SP
0.21414896818903395,0.006714025805171091,Adult with sen. attr.,BFS original,SP
0.217375167082697,0.005121711277459788,Adult with sen. attr.,BFS original,SP
0.2173916694136512,0.00393612491884505,Adult with sen. attr.,BFS original,SP
0.2181590220163152,0.001968826942928298,Adult with sen. attr.,BFS original,SP
0.2188768734128249,0.0015486243168498686,Adult with sen. attr.,BFS original,SP
0.2194544549962236,0.0013838095078032046,Adult with sen. attr.,BFS original,SP
0.2222928559203543,0.0007236030494912497,Adult with sen. attr.,BFS original,SP
0.24789598241766495,0.0,Adult with sen. attr.,BFS original,SP
0.17133404121797555,0.07487683742971937,Adult with sen. attr.,Curious,SP
0.1861117557050479,0.049713785056252825,Adult with sen. attr.,Curious,SP
0.18734117697837704,0.04869207342366433,Adult with sen. attr.,Curious,SP
0.1882735573157135,0.04750625084062599,Adult with sen. attr.,Curious,SP
0.18940394486042944,0.046579776087205614,Adult with sen. attr.,Curious,SP
0.1904353391834913,0.04569949217015222,Adult with sen. attr.,Curious,SP
0.1906828755093836,0.04476534221848767,Adult with sen. attr.,Curious,SP
0.19287768144156286,0.042740010054604906,Adult with sen. attr.,Curious,SP
0.1946763854775675,0.04158006186468406,Adult with sen. attr.,Curious,SP
0.19513019957880928,0.04115844799149095,Adult with sen. attr.,Curious,SP
0.1958397977674743,0.04048603903626703,Adult with sen. attr.,Curious,SP
0.19658238223673846,0.03861420303710698,Adult with sen. attr.,Curious,SP
0.19696193584868613,0.03796230553245339,Adult with sen. attr.,Curious,SP
0.19716821498561432,0.03744538497079596,Adult with sen. attr.,Curious,SP
0.19905773187987566,0.03603700062101752,Adult with sen. attr.,Curious,SP
0.1996683181251827,0.035583270937779014,Adult with sen. attr.,Curious,SP
0.20036140309026573,0.034538254454429214,Adult with sen. attr.,Curious,SP
0.20168157901437234,0.033470716370738875,Adult with sen. attr.,Curious,SP
0.20344732604371465,0.03261083366505986,Adult with sen. attr.,Curious,SP
0.20460246572328344,0.03148590560811125,Adult with sen. attr.,Curious,SP
0.2056998707317409,0.030501069063083093,Adult with sen. attr.,Curious,SP
0.2059721625964321,0.029698489485100968,Adult with sen. attr.,Curious,SP
0.2061536882369288,0.028689525594200238,Adult with sen. attr.,Curious,SP
0.20989971498078064,0.0275404038809086,Adult with sen. attr.,Curious,SP
0.21502355905172602,0.02662719102501086,Adult with sen. attr.,Curious,SP
0.2168635662299676,0.025713710827031326,Adult with sen. attr.,Curious,SP
0.21739165681905048,0.024813277161652453,Adult with sen. attr.,Curious,SP
0.21932238665097592,0.02372851120585575,Adult with sen. attr.,Curious,SP
0.2202135142244782,0.022283514026527357,Adult with sen. attr.,Curious,SP
0.22109637259158896,0.02133639973597655,Adult with sen. attr.,Curious,SP
0.22232579624768034,0.020498543716765887,Adult with sen. attr.,Curious,SP
0.2239017831503848,0.019407750054617624,Adult with sen. attr.,Curious,SP
0.22490839129913245,0.018602862169737656,Adult with sen. attr.,Curious,SP
0.2257665063816502,0.015938698968109778,Adult with sen. attr.,Curious,SP
0.2259315433069773,0.01220528638064063,Adult with sen. attr.,Curious,SP
0.22612132011295105,0.011623089546048095,Adult with sen. attr.,Curious,SP
0.2266411200507814,0.01021076590979161,Adult with sen. attr.,Curious,SP
0.2267978908332683,0.009615931829716751,Adult with sen. attr.,Curious,SP
0.22900090367962497,0.007282780627772378,Adult with sen. attr.,Curious,SP
0.2307418995952981,0.00656271589314211,Adult with sen. attr.,Curious,SP
0.23111320204176866,0.004761412393842579,Adult with sen. attr.,Curious,SP
0.23143499749537644,0.004232786888034759,Adult with sen. attr.,Curious,SP
0.23262316532408225,0.0034716292447159514,Adult with sen. attr.,Curious,SP
0.23407537044805596,0.0031239187431678665,Adult with sen. attr.,Curious,SP
0.23622067347210815,0.0021719050432714355,Adult with sen. attr.,Curious,SP
0.23778838606250166,0.0013172420195695425,Adult with sen. attr.,Curious,SP
0.2406185266305003,0.00034997426292319447,Adult with sen. attr.,Curious,SP
0.24789598241766495,0.0,Adult with sen. attr.,Curious,SP
0.1774233611735282,0.0642816820989549,Adult with sen. attr.,Lower bound,SP
0.18569094388295213,0.04865149172026227,Adult with sen. attr.,Lower bound,SP
0.18663158355523668,0.04678176808057392,Adult with sen. attr.,Lower bound,SP
0.1878774966072868,0.045474965671934944,Adult with sen. attr.,Lower bound,SP
0.18915641568282412,0.04455639966067445,Adult with sen. attr.,Lower bound,SP
0.1900805448546835,0.043704800753869774,Adult with sen. attr.,Lower bound,SP
0.19137595570894209,0.04274080190136872,Adult with sen. attr.,Lower bound,SP
0.19238259585478332,0.041399286905451964,Adult with sen. attr.,Lower bound,SP
0.19307569375486167,0.04046431907642471,Adult with sen. attr.,Lower bound,SP
0.19395030436044147,0.039693465641070014,Adult with sen. attr.,Lower bound,SP
0.194849674249161,0.038596174007322036,Adult with sen. attr.,Lower bound,SP
0.19598832929829546,0.037742382234483215,Adult with sen. attr.,Lower bound,SP
0.197159963820137,0.036555169485323634,Adult with sen. attr.,Lower bound,SP
0.19772104307258154,0.035473024127637615,Adult with sen. attr.,Lower bound,SP
0.19862040717459276,0.03490329728848205,Adult with sen. attr.,Lower bound,SP
0.19980856445106546,0.0335033825484836,Adult with sen. attr.,Lower bound,SP
0.2003943948171788,0.03284970943461003,Adult with sen. attr.,Lower bound,SP
0.20183010033335536,0.031518005274977084,Adult with sen. attr.,Lower bound,SP
0.20322452108860367,0.030691187267201055,Adult with sen. attr.,Lower bound,SP
0.2047509809151632,0.029741066091282926,Adult with sen. attr.,Lower bound,SP
0.20649198295793936,0.028803842635360462,Adult with sen. attr.,Lower bound,SP
0.20786165498228115,0.027646492256771647,Adult with sen. attr.,Lower bound,SP
0.20941286626290426,0.026568694690851814,Adult with sen. attr.,Lower bound,SP
0.21036999601193676,0.025446727252783213,Adult with sen. attr.,Lower bound,SP
0.2120119711339921,0.024583159928797112,Adult with sen. attr.,Lower bound,SP
0.21645926967382167,0.02309839485371443,Adult with sen. attr.,Lower bound,SP
0.21713586796610265,0.0222337872161893,Adult with sen. attr.,Lower bound,SP
0.21801872258887267,0.02183206536419466,Adult with sen. attr.,Lower bound,SP
0.2200072391722856,0.02054109205965383,Adult with sen. attr.,Lower bound,SP
0.22105513140117186,0.019581952787479918,Adult with sen. attr.,Lower bound,SP
0.2216657166252951,0.01844025674917184,Adult with sen. attr.,Lower bound,SP
0.22288688911590948,0.017712680508580936,Adult with sen. attr.,Lower bound,SP
0.22473512669555676,0.016617218668904598,Adult with sen. attr.,Lower bound,SP
0.2259232945242624,0.015584405175153353,Adult with sen. attr.,Lower bound,SP
0.22677314788907,0.014433516592850103,Adult with sen. attr.,Lower bound,SP
0.2274332319365853,0.013269422191179246,Adult with sen. attr.,Lower bound,SP
0.2283408563947281,0.011216945511129582,Adult with sen. attr.,Lower bound,SP
0.228819427736742,0.010160187413954469,Adult with sen. attr.,Lower bound,SP
0.2291577153094657,0.008122449617127478,Adult with sen. attr.,Lower bound,SP
0.23023036682149176,0.007602627052535464,Adult with sen. attr.,Lower bound,SP
0.2307666912159262,0.006665919122606211,Adult with sen. attr.,Lower bound,SP
0.23197130929521026,0.005559716991197764,Adult with sen. attr.,Lower bound,SP
0.23302747243246125,0.003887382512752022,Adult with sen. attr.,Lower bound,SP
0.2338195843182652,0.0034536242764726557,Adult with sen. attr.,Lower bound,SP
0.2347272125207488,0.001727845498115577,Adult with sen. attr.,Lower bound,SP
0.2353790457431816,0.001302294607152735,Adult with sen. attr.,Lower bound,SP
0.23590711114306284,0.0006648319838378684,Adult with sen. attr.,Lower bound,SP
0.24789598241766495,0.0,Adult with sen. attr.,Lower bound,SP
0.1764497321570928,0.12664516266506015,Adult with sen. attr.,BFS objective-aware,SP
0.17666425429002752,0.08213083899384846,Adult with sen. attr.,BFS objective-aware,SP
0.18529490530017567,0.04803293302039305,Adult with sen. attr.,BFS objective-aware,SP
0.1856909602218936,0.04750207601000371,Adult with sen. attr.,BFS objective-aware,SP
0.1862437787778116,0.046549181749144505,Adult with sen. attr.,BFS objective-aware,SP
0.1871761475417312,0.04566541443339854,Adult with sen. attr.,BFS objective-aware,SP
0.18796825976792986,0.043388048638362806,Adult with sen. attr.,BFS objective-aware,SP
0.18800126442983844,0.042096661024040936,Adult with sen. attr.,BFS objective-aware,SP
0.18824879939415207,0.04123317786720605,Adult with sen. attr.,BFS objective-aware,SP
0.18849633333728197,0.040374073719418216,Adult with sen. attr.,BFS objective-aware,SP
0.18905740135670399,0.03905172693201685,Adult with sen. attr.,BFS objective-aware,SP
0.1894782107960372,0.038287047952820494,Adult with sen. attr.,BFS objective-aware,SP
0.1899732776611132,0.0365511581244093,Adult with sen. attr.,BFS objective-aware,SP
0.1903363289421065,0.034546409467768546,Adult with sen. attr.,BFS objective-aware,SP
0.1905591019001236,0.03331145614763451,Adult with sen. attr.,BFS objective-aware,SP
0.1908231391953915,0.03200394263730181,Adult with sen. attr.,BFS objective-aware,SP
0.19093040434659406,0.03111492938024853,Adult with sen. attr.,BFS objective-aware,SP
0.19119444164186208,0.02987846571222044,Adult with sen. attr.,BFS objective-aware,SP
0.19159048907489876,0.029225193601802767,Adult with sen. attr.,BFS objective-aware,SP
0.19202780084518636,0.028422291112749017,Adult with sen. attr.,BFS objective-aware,SP
0.19300967932512536,0.026818570993882872,Adult with sen. attr.,BFS objective-aware,SP
0.19316645487313688,0.02340424533652857,Adult with sen. attr.,BFS objective-aware,SP
0.1933067206015128,0.023220918008915837,Adult with sen. attr.,BFS objective-aware,SP
0.19406581931554245,0.022462177535541958,Adult with sen. attr.,BFS objective-aware,SP
0.1947836707120525,0.021006267548824918,Adult with sen. attr.,BFS objective-aware,SP
0.19553451655863208,0.019818245649844957,Adult with sen. attr.,BFS objective-aware,SP
0.19777883356840972,0.0180950671807901,Adult with sen. attr.,BFS objective-aware,SP
0.203422555867947,0.013793236878354551,Adult with sen. attr.,BFS objective-aware,SP
0.20525431460386856,0.0127069709793298,Adult with sen. attr.,BFS objective-aware,SP
0.20566686641022705,0.009918821013882622,Adult with sen. attr.,BFS objective-aware,SP
0.20579063389238395,0.009081151258837563,Adult with sen. attr.,BFS objective-aware,SP
0.20591440137454065,0.008249707570251019,Adult with sen. attr.,BFS objective-aware,SP
0.2144295010073638,0.006663795152053805,Adult with sen. attr.,BFS objective-aware,SP
0.21697911113979507,0.005862011734894024,Adult with sen. attr.,BFS objective-aware,SP
0.21744117640651395,0.00492671924883495,Adult with sen. attr.,BFS objective-aware,SP
0.21810126385797546,0.0032066989393094067,Adult with sen. attr.,BFS objective-aware,SP
0.2181590220163152,0.0031374672128699948,Adult with sen. attr.,BFS objective-aware,SP
0.21879436175805367,0.001257330648410064,Adult with sen. attr.,BFS objective-aware,SP
0.21881086408900807,0.0009608480908070509,Adult with sen. attr.,BFS objective-aware,SP
0.2196442318021975,0.0004763849089000502,Adult with sen. attr.,BFS objective-aware,SP
0.24789598241766495,0.0,Adult with sen. attr.,BFS objective-aware,SP
0.3278969654651096,0.2254723470037209,COMPAS with sen. attr.,BFS original,SP
0.3345819129092791,0.1931228329235348,COMPAS with sen. attr.,BFS original,SP
0.35520566661395736,0.05233763803021463,COMPAS with sen. attr.,BFS original,SP
0.35970982272051377,0.0444033915440706,COMPAS with sen. attr.,BFS original,SP
0.3598047218261537,0.043616539729360713,COMPAS with sen. attr.,BFS original,SP
0.3605159593794964,0.04180765258818886,COMPAS with sen. attr.,BFS original,SP
0.3613691072842031,0.03694666650784094,COMPAS with sen. attr.,BFS original,SP
0.3617484115020323,0.035253697070712686,COMPAS with sen. attr.,BFS original,SP
0.3629812232611599,0.03274712045205154,COMPAS with sen. attr.,BFS original,SP
0.3636922922348503,0.032210802381655336,COMPAS with sen. attr.,BFS original,SP
0.3675324917612314,0.029018135342066025,COMPAS with sen. attr.,BFS original,SP
0.3673902442505629,0.029430710549826714,COMPAS with sen. attr.,BFS original,SP
0.36843328027569744,0.02614673454939822,COMPAS with sen. attr.,BFS original,SP
0.36971349663307096,0.02534900814708385,COMPAS with sen. attr.,BFS original,SP
0.3707566450446405,0.023036984748199364,COMPAS with sen. attr.,BFS original,SP
0.3726532560429343,0.02275186646134509,COMPAS with sen. attr.,BFS original,SP
0.3747385189108721,0.01706781380236211,COMPAS with sen. attr.,BFS original,SP
0.3793369559976764,0.011155886033165498,COMPAS with sen. attr.,BFS original,SP
0.3757340941445431,0.012819374376036495,COMPAS with sen. attr.,BFS original,SP
0.38147056750991337,0.00970480181670998,COMPAS with sen. attr.,BFS original,SP
0.3823711986833704,0.007691140414409475,COMPAS with sen. attr.,BFS original,SP
0.3833195940916653,0.00495179756675766,COMPAS with sen. attr.,BFS original,SP
0.3840782474818976,0.004744075894804983,COMPAS with sen. attr.,BFS original,SP
0.3901936429512183,0.0039074021203113814,COMPAS with sen. attr.,BFS original,SP
0.3917594220010606,0.0015645978065292913,COMPAS with sen. attr.,BFS original,SP
0.3931799640610658,0.0012094139526598047,COMPAS with sen. attr.,BFS original,SP
0.3939398199861517,0.0009758675691445117,COMPAS with sen. attr.,BFS original,SP
0.4024733894209075,0.0004658512554748001,COMPAS with sen. attr.,BFS original,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,BFS original,SP
0.3371894467788981,0.19229302084958516,COMPAS with sen. attr.,Curious,SP
0.33733169428956666,0.1906216753316708,COMPAS with sen. attr.,Curious,SP
0.39066956578714174,0.09421197136045016,COMPAS with sen. attr.,Curious,SP
0.4060784652868085,0.04795278163395378,COMPAS with sen. attr.,Curious,SP
0.4063155107553256,0.04639897004087884,COMPAS with sen. attr.,Curious,SP
0.40641034242910457,0.04628423674168,COMPAS with sen. attr.,Curious,SP
0.4065051741028837,0.046012886371220384,COMPAS with sen. attr.,Curious,SP
0.4077851656873874,0.04471410403397512,COMPAS with sen. attr.,Curious,SP
0.4097764959730255,0.04067290836168658,COMPAS with sen. attr.,Curious,SP
0.41034530619740384,0.03929295937668202,COMPAS with sen. attr.,Curious,SP
0.4105349695449618,0.03793122644150528,COMPAS with sen. attr.,Curious,SP
0.41072463289252,0.037698148809609686,COMPAS with sen. attr.,Curious,SP
0.4118152083796225,0.03658483074578511,COMPAS with sen. attr.,Curious,SP
0.41205223137085256,0.035332502482857214,COMPAS with sen. attr.,Curious,SP
0.41224183852519336,0.03484356082213006,COMPAS with sen. attr.,Curious,SP
0.4125737606220634,0.03272033436997875,COMPAS with sen. attr.,Curious,SP
0.4126685922958424,0.032626708907045686,COMPAS with sen. attr.,Curious,SP
0.4130478627977412,0.032008411116672415,COMPAS with sen. attr.,Curious,SP
0.4137590441578666,0.030620424571104875,COMPAS with sen. attr.,Curious,SP
0.4150392267993096,0.029657622706960637,COMPAS with sen. attr.,Curious,SP
0.4150866426361992,0.02803733251359879,COMPAS with sen. attr.,Curious,SP
0.4152287889990763,0.02704192100236076,COMPAS with sen. attr.,Curious,SP
0.4168406240099458,0.026314678611519204,COMPAS with sen. attr.,Curious,SP
0.4172199507050619,0.02453609597571411,COMPAS with sen. attr.,Curious,SP
0.4179784242769984,0.024157662398316043,COMPAS with sen. attr.,Curious,SP
0.4192109438313951,0.02335847246936142,COMPAS with sen. attr.,Curious,SP
0.4192584271001457,0.022943407633204828,COMPAS with sen. attr.,Curious,SP
0.4207281607027119,0.02153936952464293,COMPAS with sen. attr.,Curious,SP
0.4218661407880604,0.020600278936859437,COMPAS with sen. attr.,Curious,SP
0.4222928608427792,0.020165123089432174,COMPAS with sen. attr.,Curious,SP
0.4230988738766836,0.019292585014257447,COMPAS with sen. attr.,Curious,SP
0.4236677740102099,0.018223909817375903,COMPAS with sen. attr.,Curious,SP
0.4255642950993558,0.016587716377433292,COMPAS with sen. attr.,Curious,SP
0.4257065088940939,0.016388753266951724,COMPAS with sen. attr.,Curious,SP
0.4276975919295751,0.01271227955331527,COMPAS with sen. attr.,Curious,SP
0.4280295027878017,0.012479791585804223,COMPAS with sen. attr.,Curious,SP
0.4282191661353598,0.01217536661193262,COMPAS with sen. attr.,Curious,SP
0.4289778195255921,0.011294172675787523,COMPAS with sen. attr.,Curious,SP
0.4304949914423348,0.01041720238023377,COMPAS with sen. attr.,Curious,SP
0.43272315366226377,0.008766089765295183,COMPAS with sen. attr.,Curious,SP
0.4336240320858776,0.006926643046590475,COMPAS with sen. attr.,Curious,SP
0.4343825393737446,0.0060143360150753,COMPAS with sen. attr.,Curious,SP
0.4351885411690055,0.004848100313997725,COMPAS with sen. attr.,Curious,SP
0.4378435695460183,0.0037312973613644828,COMPAS with sen. attr.,Curious,SP
0.4380806487304661,0.0032250213840137212,COMPAS with sen. attr.,Curious,SP
0.4391710668765596,0.002379266585402273,COMPAS with sen. attr.,Curious,SP
0.4400719003455996,0.0009436316424118145,COMPAS with sen. attr.,Curious,SP
0.4401667320193785,0.000550074484661664,COMPAS with sen. attr.,Curious,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,Curious,SP
0.3293664855334495,0.2397385032422874,COMPAS with sen. attr.,Lower bound,SP
0.3346767108671276,0.1948543647831098,COMPAS with sen. attr.,Lower bound,SP
0.382182692916092,0.0976627745983279,COMPAS with sen. attr.,Lower bound,SP
0.4017163094407641,0.04749646650265893,COMPAS with sen. attr.,Lower bound,SP
0.4022852994834383,0.04704666302696469,COMPAS with sen. attr.,Lower bound,SP
0.4024275132781764,0.0460656851344964,COMPAS with sen. attr.,Lower bound,SP
0.4058413523864304,0.044442267395072566,COMPAS with sen. attr.,Lower bound,SP
0.4060310157339885,0.043857682882091416,COMPAS with sen. attr.,Lower bound,SP
0.40811731255712735,0.041611258622470636,COMPAS with sen. attr.,Lower bound,SP
0.4101557102817066,0.04035048760792418,COMPAS with sen. attr.,Lower bound,SP
0.4111513417085952,0.03892418598823242,COMPAS with sen. attr.,Lower bound,SP
0.4116255000774904,0.03845433477445012,COMPAS with sen. attr.,Lower bound,SP
0.4121469506581967,0.03752413198401732,COMPAS with sen. attr.,Lower bound,SP
0.4124788615164233,0.03604313753214311,COMPAS with sen. attr.,Lower bound,SP
0.413284739686606,0.035752639270251366,COMPAS with sen. attr.,Lower bound,SP
0.4142330451857529,0.03321377169656483,COMPAS with sen. attr.,Lower bound,SP
0.41432785438224495,0.033043715091876,COMPAS with sen. attr.,Lower bound,SP
0.414517472775229,0.03264110164928853,COMPAS with sen. attr.,Lower bound,SP
0.41560798083047057,0.03166328020310857,COMPAS with sen. attr.,Lower bound,SP
0.4163664544024071,0.030205374079672963,COMPAS with sen. attr.,Lower bound,SP
0.41812084036731934,0.027554915758163056,COMPAS with sen. attr.,Lower bound,SP
0.4187371563377351,0.026257659069397254,COMPAS with sen. attr.,Lower bound,SP
0.4194958097279675,0.025809643889588813,COMPAS with sen. attr.,Lower bound,SP
0.4197802373174436,0.025445929845879692,COMPAS with sen. attr.,Lower bound,SP
0.4206335088472287,0.023558832514840044,COMPAS with sen. attr.,Lower bound,SP
0.4214868815248052,0.02303143946621771,COMPAS with sen. attr.,Lower bound,SP
0.4228618171695229,0.02179584030278513,COMPAS with sen. attr.,Lower bound,SP
0.4237627405477109,0.02012292186684709,COMPAS with sen. attr.,Lower bound,SP
0.4248058889592803,0.01987163699983516,COMPAS with sen. attr.,Lower bound,SP
0.4265127242235811,0.018613364704518846,COMPAS with sen. attr.,Lower bound,SP
0.4268919834868363,0.018012689115390976,COMPAS with sen. attr.,Lower bound,SP
0.4276030524605268,0.01582212201686057,COMPAS with sen. attr.,Lower bound,SP
0.42845653752453816,0.01468489732906994,COMPAS with sen. attr.,Lower bound,SP
0.4286935942316989,0.012164370603391657,COMPAS with sen. attr.,Lower bound,SP
0.4296419109694891,0.010863975730859655,COMPAS with sen. attr.,Lower bound,SP
0.4323439955467998,0.009942287361497531,COMPAS with sen. attr.,Lower bound,SP
0.4328181539156951,0.009267992843599018,COMPAS with sen. attr.,Lower bound,SP
0.4338137741039401,0.006854535924158694,COMPAS with sen. attr.,Lower bound,SP
0.4346196522741226,0.00670335013954935,COMPAS with sen. attr.,Lower bound,SP
0.4354730923835601,0.00391010495571274,COMPAS with sen. attr.,Lower bound,SP
0.4358523291695283,0.003219803872499738,COMPAS with sen. attr.,Lower bound,SP
0.4368480617442083,0.0019013457361683832,COMPAS with sen. attr.,Lower bound,SP
0.437369635949993,0.0016654039351459732,COMPAS with sen. attr.,Lower bound,SP
0.4379860305909132,0.0006214590341072051,COMPAS with sen. attr.,Lower bound,SP
0.43841267197512745,0.00046040432867920086,COMPAS with sen. attr.,Lower bound,SP
0.4708898004927246,0.0,COMPAS with sen. attr.,Lower bound,SP
0.32704368269668105,0.22425042251765231,COMPAS with sen. attr.,BFS objective-aware,SP
0.33439226080036444,0.1920336263159685,COMPAS with sen. attr.,BFS objective-aware,SP
0.35444711437151644,0.05290395639167128,COMPAS with sen. attr.,BFS objective-aware,SP
0.3574340536067561,0.04643642102864999,COMPAS with sen. attr.,BFS objective-aware,SP
0.3579081782597208,0.0451285304072019,COMPAS with sen. attr.,BFS objective-aware,SP
